,query,intent
308,안내에 나와 있듯이 11호 13호는 S사이즈가 맞습니다 .  즐거운 금요일 되세요 .,10
309,쿠쿠토이즈 점보그네 상품은 그네 철봉 포함인 점 상품 페이지 내 안내드리고 있사 오니 참고하시어 이용부탁드립니다 .,10
310,사르르쿵과자 딸기 8개입 상품의 구성은 변경되지 않으며 고객님의 의견수렴하여 더욱 다양한 구성으로 찾아뵐수 있도록 노력하겠습니다 .,10
311,안녕하세 여 넵 주문주신제품은 고급형에 해당하는 제품입니다 .,10
312,압타 밀액상 제품이 리뉴얼되며 현재 시판 중인 제품과 호환되는 니플이 없어졌습니다 .,10
313,상의 착용 없이 하의만 입고 촬영할수 없기에 같이 코디하여 사진 촬영한 것입니다 .,10
314,숑짱구베개 메쉬 모소스트라이프 상품은 단품으로 구성되어 배송되며 더치백 미 포함 상품입니다 .,10
315,네 그렇습니다 .,10
316,시작편은 알파벳 A부터 Z까지의 대표 발음을 공부하는 내용이고요 비밀편은 두 개의 알파벳이 합쳐져 났을 때의 소리라든가 원어민 발음의 비밀 등이 포함이 되어 있어요 .,10
317,보관 통에는 제품 구성이 다 들어갈 수 없습니다 .  보관 통에는 27종 만들어갈 수 있습니다 .,10
318,그렇게 해드리겠습니다 내가 #이름# 이렇게 제작해 드리겠습니다 .,10
319,트윈팩 세트는 옵션 구분차 만들어 논 옵션입니다 구매하셔도 자동 취소 처리되 실 것입니다 .,10
320,해당 제품은 바퀴가 같이 발송되는 제품으로 따로 구매해 주시지 않아도 됩니다 .,10
321,스템빨대컵에 기본 장착된 빨대 외에 리필빨대는 포함되어 있지 않습니다 .,10
322,포이테테 유아변기+변기 라이너+매직잉크 흡수패드 10 매 상품은 파우치가 포함되어 있지 않은 점 참고 부탁드립니다 .,10
323,이너시트는 기본으로 포함되어 있습니다 .,10
324,오즈토이트 윈칠판 물 나오는 주방놀이 상품은 씽크 대외 또 하나의 주방으로 구성된 점상세 페이지 내 안내드리고 있으니 참고하시어 구매 부탁드립니다 .,10
325,저고리와 치마만 구성된 상품입니다 이 점 참고 바랍니다 .,10
326,AMERSHI 휴대용 유모차 A206 상품은 안전바가 포함된 점 참고하여 이용부탁드립니다 .,10
327,저희가 넣어봤을 때 최대 3켤레까지 가능했습니다 .,10
328,작다는 기준이 아이마다 다를수는 있겠지만 문의주신 상품의 경우 유아용 블럭으로 단순 구조로 되어 있어 크기가 큰 블럭으로 구성되어 있는 상품입니다 .,10
329,얼굴 여 4 할머니 이렇게 옆에 같이 적어주세요 .,10
330,넵 전 부대행사에서 발송드립니다 .,10
331,아토엔비 4종 종합 세트는 아토엔비 로션 크림 바스앤샴푸 수딩젤 구성입니다 .,10
332,커버만 따로 판매하지는 않습니다 .,10
333,말씀하신 퀴니버즈 유모차는 베타타입의 커버 사용 가능하십니다 .  상품 옵션 중에 프리모베타 커버 중 선택해주세요 .,10
334,넵 원단과 패턴 포함입니다 .  레이나 떡대바디 기준이에요 .,10
335,밤부천 기저귀는 무지입니다 .,10
336,문의 한 상품 한 개 구매 시 동일한 사이즈 매트 2장 발송됩니다 .,10
337,사이드 힙시트 외힙시트 백 스마트폰 파우치 스트랩은 모두 별도로 구매해 주셔야 합니다 .,10
338,매트 구매 시 옵션에 보시면 방지 패드 추가 구매를 해주셔야 합니다 .  각각 구매하시면 배송비가 더 나오니 매트 랑방지 패드 같이 구매하시길 바랍니다 .,10
339,발 보호대는 2개에 1개 세트 판매하는 제품입니다 .,10
340,빨대 세트로 사용하시려면 빨대꼭지에 실리콘 대롱을 연결해서 사용하시는 것이 맞습니다 .,10
341,알찬 90종 세트에는 베이커리 8종 /야채 과일 8종/소꿉놀이 16종이 포함되어 있구요 .,10
342,구성은 동일합니다 면 손수건 20장 밤부 손수건 30장 천기저귀 10장 랜덤은 면손수 건천기저귀무늬를 말합니다 .,10
343,네 수영모는 별도 옵션으로 구매해 주셔야 합니다 .,10
344,12봉지가 가는 것이 맞습니다 .  2 봉지는 랜덤으로 발송됩니다 .,10
345,핑크의 자+다리+화이트 트레이 세트 상품입니다 .  잘 포장해서 발송하도록 하겠습니다 .,10
346,팩은 따로 구매가 불가능합니다 .,10
347,그냥 뉴미꼬는 투톤이 시구요 신규로 나오는 건 뉴 미 꼬원톤이예요 .,10
348,네 맞습니다 .,10
349,한 복 제품은 저고리와 치마로 구성되어 있습니다 .  한 복제품 이외의 모든 악세사리는 추가로 구입하셔야 하십니다 .,10
350,덴티 스타바른 치아노 리개젖꼭지 모던 2단계 상품의 노리개 홀더 케이스는 별도 구매인 점 참고하시어 구매 부탁드립니다 .,10
351,매직캔 휴지통 20리터 상품은 스타트리필 봉투가 포함된 상태로 배송되며 상품 페이지 이미지를 통해 안내드리고 있어요 .,10
352,엘로디 4단 폴더 매트 2P 상품은 베이직 듀얼 색상 2개로 구성되어 있으며 상세 페이지 내 안내드리고 있어요 .,10
353,네 2가지 색상으로 발송합니다,10
354,신제품 유기농궁으로 리뉴얼 되었습니다 .,10
355,상품에 가방이 포함되어 있지 않습니다 .,10
356,네 1 박스 구매 시 마스크 1개 랜덤 증정입니다 .,10
357,파크론 우리 가족 다용도 놀이방매트 2P 상품은 200X 140X 1CM 사이즈수량 2개인 점 상세 페이지 내 안내드리고 있어요 .,10
358,주문하신 상품 확인시 주문하실 당시 휴대캡 1팩 증정으로 확인되어 주문하신 상품 2세트 구매하시어 휴대캡 2팩 증정되신 것으로 보입니다 .,10
359,구매대행 해외직배송 상품으로 가장 최근 출고된 상품으로 보내드리고 있어요 .,10
360,현재 프리미엄 패널 구매 가능하십니다 .,10
361,스펙트라S2 사용 중이시라면 프리미엄 흡입기 사용해주시면 되실 것 같아요 더블하트 젖병 사용 시에는 더블하트와이드 캡 추가로 구매하셔서 함께 사용해주시면 되시구요 .,10
362,아이손에 어쿠션 모서리 보호대 중형 1 . 1M 투명 3개 상품은 길이 1 . 1M 보호대가 3개 배송되는 점 상품 페이지 내 안내드리고 있으니 참고 부탁드립니다 .,10
363,고객님이 제품은 따로 뚜껑만 판매되지 않는 점 참조부탁드립니다 .,10
364,현재는 도시락 세트만 판매 중에 있으나 차후 도시락 단품도 추가 하도록 하겠습니다 .,10
365,도움 드리지 못해 죄송하니다 .,10
366,오가닉 런닝자가드선의 간격을 나타내는 말입니다 .  2:2는 약 2MM 간격으로 되어 있고 4:4는 약 4MM 간격으로 되어 있습니다 .,10
367,덴마크 쪽쪽이 노리개 젖꼭지 +찰떡케이스 2단계 화이트 상품은 케이스가 포함되어 있는 점상 세페이지를 통해 안내드리니 참고 부탁드립니다 .,10
368,에디슨젓가락 1단계 교정용 뽀로로 상품은 개별 포장되어 있는 상품입니다 .,10
369,그렇치 않습니다 .  비누만 배송됩니다 .,10
370,네 2개를 선택하시면 4개가 도착합니다 .,10
371,A단품 구매 시 범퍼 쿠션 1개 구성으로 출고되며 사면 연결하여 자로 연결 원하실 경우 B세트로 구매 필요합니다 .,10
372,야마토야 뉴스쿠스 쿠플러스 전용 쿠션 상품은 등판 좌판 구성이며 방수 재질이 아닌 점 참고하시어 이용 부탁드립니다 .,10
373,해당 제품은 식탁의자그네 제품입니다 .,10
374,킨 더 밀쉬 구매 시니플 및 스트로우 캡은 별도 구매해 주셔야 하며 상품에 포함되어 있지 않습니다 .,10
375,문의주신 210CM 는 208 - 215CM 되시게 주문해 주시면 됩니다 .  안전문 75+패널 77+패널 56입니다 .,10
376,베베락 물병 스트로우 캡상품은 빨대가 포함되며 일회용 빨대입니다 .  참고하여 이용부탁드립니다 .,10
377,병행수입 제품은 모든 제품이 수량이 정확하게 딱 일치하지는 않습니다 .  그러나 저희가 판매하는 상품은 구성에 문제가 있어서 A/S 처리를 한 경우는 거의 없으니 걱정 안하셔도 될 것 같습니다 .,10
378,지금 구매하셔서 합포장이 어렵습니다 따로 구매하셔야 하세요 .,10
379,모두 단품 구성으로 원하시는 상품만 골라 주문해 주시면 됩니다 .,10
380,유니크 상품 7만원대는 1+1이 맞으세요 .,10
381,해당 사은품은 재고 소진으로 인하여 종료된 점 양해 부탁드립니다 .,10
382,관심을 우선 저희 롯데홈쇼핑에 가져주셔서 감사드리며 고객님께서 문의하신 사항에 대해 답변 드리겠습니다 .,10
383,기본적으로 램프 2개 전구 1개 장착되어 있으며 칫솔걸이는 별도로 구매하셔야 합니다 .,10
384,네 . 문의주신 부분 확인하여 보니 해당 부분의 경우에는 MLE 매터니티 마사지 오일 120ML +8 미리 크림 용기+파우치 2매배송되어 지십니다 .,10
385,현재 10G 골드바는 카드형으로 교체되어 판매되고 있습니다 .  카드형이라 별도의 케이스는 지급되지 않고 있습니다 .,10
386,마켓 비ANTILOP 등을 마켓비 ANTILOP 유아식탁의 자 상품의 트레이는 해당 제조사내에서 검색해 주시면 트레이 구성품만을 찾아보실수 있어요 .,10
387,취소하신 것은 업체문의하셔야 합니다 저희는 배송만 담당하고 있어서 취소 환불 건은 확인해드릴 수가 없습니다 .,10
388,빨대컵에는 기본 1단계 빨대+손잡이 +뚜껑 등이 포함되어 있습니다 .,10
389,네 . 문의 주신 부분 확인하여 보니 해당 제품의 경우에는 사은품을 말씀드린 부분이며 증정 1번의 경우 8ML 용기 2개 파우치 3매의 구성을 말씀드린 누부분입니다 .,10
390,마커스앤마커스 실리콘 볼 유아식 기 세트 상품은 케이스가 없는 점 참고하시어 이용부탁드립니다 .,10
391,모두모여 후생일 케이크: 사운드 토이 북 상품은 본권 1권으로 구성되어 있으며 상세 페이지 내 안내드리고 있는 점 참고하여 이용 부탁드립니다 .,10
392,네 사은품도 함께 발송해 드립니다 .,10
393,그로미 미스테인리스 빨대컵 200ML 상품은 처음 동봉되는 단계는 1단계이며 리필을 추후 추가적으로 하실 때 2단계로 구매 후 변경하여 이용하시면 됩니다 .,10
394,현재 연보라색 상 상품이 블루로 옵션 표시가 되어 있습니다 .,10
395,네 그럼요 안에 슈트 조끼보넷 세트 상품입니다 .,10
396,범퍼는 포함이 시구요 침대를 구입하시면 아기눕는 판은 드리고 있습니다 다만 아기가 한 곳에 누워 있다 .,10
397,문의주신 64여당의 분홍은 별도로 구매해 주셔야 됩니다 .,10
398,모자 세트 상품이세요 .,10
399,제품은 남여 공용 제품이 많은 관계로 상의 안에 브라탑이나 거느 고리가 되어 있지 않고 이너웨어를 별도로 판매하고 있어요 .,10
400,폴레드카시트 풋 러브트리플 발판 상품은 발판 본품과 오염방지 커버로 구성되어 있으며 상세 페이지 내 안내드리고 있는 점 참고하여 이용부탁드립니다 .,10
401,옵션 0특가 . 프르미에로제 캡형 10팩+10 팩의 경우 70매 제품이 맞습니다 .,10
402,콩순이 북치기 박치기 사운드북 스마트 베어 상품은 건전지 포함되어 있으며 AAA건전지 2개 사용인 점 참고하여 이용부탁드립니다 .,10
403,차종별 공구의 사이즈가 다르며 공구가 필요 없는 경우도 많기에 공구는 포함되어 있지 않습니다 .,10
404,흡착식 판 덮개 제품은 12월 말 입고 예정입니다 .,10
405,플라팜코코맘바스켓 기저귀 정리함 3단 캡형 상품은 스티커 미 포함 제품이며 스티커는 현재 판매 중이지 않지만 고객님의 의견수렴하여 준비될수 있도록 노력하겠습니다 .,10
406,별도로 줄이는 밴드는 없으세요 제품명을 알려주시오면 좀 더 자세히 확인 가능하실 것 같으세요 .,10
407,네슈트랑 모자 세트 상품입니다 .,10
408,세트 상품의 경우 식판과 함께 배송되어 별도의 통은 없음을 알려드립니다 감사 드립니다 .,10
409,수납 판 받침대 오늘 재발송해드리겠습니다 .,10
410,앞으로 판매 및 배송에 있어 더욱 신경을 쓰는 아기맘이 되겠습니다 .,10
411,혼합배송의 경우 원하시는 사이즈와 수량을 배송 메세지란에 기재해 주시면 발송하고 있습니다 .,10
412,멀티유모차 걸 이 상품은 2개 1세트 구성이며 상품 페이지를 통해 안내드리고 있어요 .,10
413,다이치주니어 라이트 카시트 상품의 경우 안전벨트로 고정하는 상품이며 따로 고정방식은 없는 점 참고 부탁드립니다 .,10
414,원하시는 제품 번호와 제품명을 알려주시면 안내해드리겠습니다 .,10
415,문의주신 옵션 .  말씀 주신 데료 노 꼭지 젖병 2개 SS젖꼭지 2개 구성인 옵션입니다 .,10
416,백운홈쇼핑 리얼주방도구키친놀이 장난감 상품은 36종 세트이나 구성품의 차이가 있을수 있는 점 상품 페이지 내 안내드리고 있어요 .,10
417,집 모양 울타리놀이방매트 제품은 문 모양의 매트로 구성되어 있는 제품인 점상세 페이지 내 안내드리고 있사 오니 참고하시어 이용부탁드립니다 .,10
418,10+30으로 해주셔도 가능하시고 20+20으로 해주셔도 가능하십니다 .,10
419,문의해주신 폭 195센티는 특대형 +특대 패널 56+특대 패널 56을 사용하시면 되고 추가적으로 고정받침대 4개를 주문하시면 됩니다 .,10
420,쁘리엘르 순면 낮잠이불베개 세트 상품은 낮잠이불 낮잠 배 게 커버 베개 솜으로 구성되어 있으며 상세 페이지 내 안내드리고 있는 점 참고하여 이용부탁드립니다 .,10
421,비타민C1000 /180정 194 . 4G 상품은 쇼핑백 포함인 점 참고하시어 이용부탁드립니다 .,10
422,내용량 120G 60G X2 갑입니다 상세 페이지 참고 부탁드립니다 .,10
423,2입짜리로 가실 수 있고 1입짜리로 갈 수 있습니다 .,10
424,창고에서 상품이 이미 포장된 상태에서 발송되기 때문에 똑딱 단추 추가 발송은 어렵습니다 .,10
425,연두팡 한글 영어떼기 핸드토이 북 상품은 건전지 미 포함 구성인 점 참고하여 이용부탁드립니다 .,10
426,문의에 도움이 되었길 바라며 늘 좋은 날 되세요 .,10
427,문의주 신 부분 현재 구성되어 있는 상품 중에는 말씀하신 구성이 준비되어 있지 않습니다 .,10
